93,2019/3/17,10,5,40,120
94,2019/3/17,10,6,10,149
95,2019/3/17,10,7,30,170
96,2019/3/17,10,8,-1,39
97,2019/3/17,10,9,10,180
98,2019/3/17,10,10,19,79
99,2019/3/17,10,11,49,109
100,2019/3/17,10,12,10,109
101,2019/3/17,10,13,20,70
102,2019/3/17,10,14,30,69
103,2019/3/17,11,15,29,240
104,2019/3/17,11,16,10,119
105,2019/3/17,11,17,39,99
106,2019/3/17,11,18,40,169
107,2019/3/17,11,19,49,190
108,2019/3/17,11,20,39,79
109,2019/3/17,11,21,30,229
110,2019/3/17,11,22,30,49
111,2019/3/17,11,23,30,99
112,2019/3/17,11,24,10,130
113,2019/3/17,11,25,9,60
114,2019/3/17,10,0,-1,219
115,2019/3/17,10,1,49,89
116,2019/3/17,10,2,19,69
117,2019/3/17,10,3,20,90
118,2019/3/17,10,4,19,139
119,2019/3/17,10,5,30,90
120,2019/3/17,10,6,10,129
121,2019/3/17,10,7,30,180
122,2019/3/17,10,8,30,69
123,2019/3/17,10,9,20,169
124,2019/3/17,11,10,29,100
125,2019/3/17,11,11,89,219
126,2019/3/17,11,12,10,150
127,2019/3/17,11,16,40,90
128,2019/3/17,11,17,30,99
129,2019/3/17,11,18,20,180
130,2019/3/17,11,19,60,209
131,2019/3/17,11,20,39,119
132,2019/3/17,11,21,30,169
133,2019/3/17,11,22,30,50
134,2019/3/17,11,23,39,109
135,2019/3/17,11,24,9,109
136,2019/3/17,11,25,-1,39
137,2019/3/17,10,0,-1,99
138,2019/3/17,11,1,40,80
139,2019/3/17,11,2,39,79
140,2019/3/17,11,3,30,129
141,2019/3/17,11,4,30,159
142,2019/3/17,11,5,50,120
143,2019/3/17,11,6,10,139
144,2019/3/17,11,7,30,120
145,2019/3/17,11,8,49,90
146,2019/3/17,11,9,49,189
147,2019/3/17,11,10,40,120
148,2019/3/17,11,11,39,179
149,2019/3/17,11,12,9,99
150,2019/3/17,11,13,10,59
151,2019/3/17,11,14,30,60
152,2019/3/17,11,15,30,239
153,2019/3/17,11,16,30,139
154,2019/3/17,11,17,10,90
155,2019/3/17,11,18,49,180
156,2019/3/17,11,19,59,199
157,2019/3/17,11,20,39,99
158,2019/3/17,11,21,40,160
159,2019/3/17,11,22,39,60
160,2019/3/17,11,23,19,89
161,2019/3/17,11,24,10,60
162,2019/3/17,11,25,20,60
163,2019/3/17,11,0,-1,129
164,2019/3/17,11,1,29,79
165,2019/3/17,11,2,10,49
166,2019/3/17,11,3,20,110
167,2019/3/17,11,4,29,129
168,2019/3/17,11,5,30,89
169,2019/3/17,11,6,9,119
170,2019/3/17,11,7,29,190
171,2019/3/17,11,8,30,69
172,2019/3/17,11,9,30,130
173,2019/3/17,11,10,39,99
174,2019/3/17,11,11,40,209
175,2019/3/17,11,12,-1,159
176,2019/3/17,11,13,10,79
177,2019/3/17,11,14,20,70
178,2019/3/17,11,15,10,219
179,2019/3/17,11,16,40,120
180,2019/3/17,11,17,39,99
181,2019/3/17,11,18,30,250
182,2019/3/17,11,19,-1,159
183,2019/3/17,11,20,-1,99
184,2019/3/17,11,21,40,120
185,2019/3/17,12,22,19,49
186,2019/3/17,12,23,30,90
187,2019/3/17,12,24,19,49
188,2019/3/17,12,25,20,60
189,2019/3/17,11,0,-1,139
190,2019/3/17,11,1,40,100
191,2019/3/17,11,2,30,69
192,2019/3/17,11,3,50,240
193,2019/3/17,11,4,-1,109
194,2019/3/17,11,5,19,79
195,2019/3/17,11,6,10,120
196,2019/3/17,11,7,19,189
197,2019/3/17,11,8,40,79
198,2019/3/17,11,9,29,180
199,2019/3/17,11,10,30,159
200,2019/3/17,11,11,50,150
201,2019/3/17,11,12,10,100
202,2019/3/17,11,13,9,79
203,2019/3/17,11,14,39,69
204,2019/3/17,11,15,40,229
205,2019/3/17,12,16,10,100
206,2019/3/17,12,17,-1,80
207,2019/3/17,12,18,39,230
208,2019/3/17,12,19,70,189
209,2019/3/17,12,20,40,80
210,2019/3/17,12,21,30,109
211,2019/3/17,12,22,50,69
212,2019/3/17,12,23,19,100
213,2019/3/17,12,24,20,60
214,2019/3/17,12,25,19,69
215,2019/3/17,11,0,-1,120
216,2019/3/17,11,1,40,139
217,2019/3/17,11,2,-1,40
218,2019/3/17,11,3,19,179
219,2019/3/17,11,4,-1,130
220,2019/3/17,11,5,39,120
221,2019/3/17,12,6,19,199
222,2019/3/17,12,7,29,220
223,2019/3/17,12,8,49,100
224,2019/3/17,12,9,29,249
225,2019/3/17,12,10,30,140
226,2019/3/17,12,11,50,219
227,2019/3/17,12,12,19,210
228,2019/3/17,12,13,19,79
229,2019/3/17,12,14,30,70
230,2019/3/17,12,15,30,239
231,2019/3/17,12,16,40,159
232,2019/3/17,12,17,30,110
233,2019/3/17,12,18,19,241
234,2019/3/17,12,19,90,209
235,2019/3/17,12,20,50,99
236,2019/3/17,12,21,40,220
237,2019/3/17,12,22,29,49
238,2019/3/17,12,23,46,110
239,2019/3/17,12,24,19,70
240,2019/3/17,12,25,29,79
241,2019/3/17,12,0,-1,250
242,2019/3/17,12,1,29,109
243,2019/3/17,12,2,20,59
244,2019/3/17,12,3,10,120
245,2019/3/17,12,4,30,130
246,2019/3/17,12,5,29,89
247,2019/3/17,12,6,10,210
248,2019/3/17,12,7,30,89
249,2019/3/17,12,8,30,69
250,2019/3/17,12,9,40,170
251,2019/3/17,12,10,29,130
252,2019/3/17,12,11,29,89
253,2019/3/17,12,12,20,129
254,2019/3/17,12,13,19,60
255,2019/3/17,12,14,19,69
256,2019/3/17,12,15,29,221
257,2019/3/17,12,16,20,169
258,2019/3/17,12,17,9,99
259,2019/3/17,12,18,49,200
260,2019/3/17,12,19,60,180
261,2019/3/17,12,20,40,140
262,2019/3/17,12,21,-1,130
263,2019/3/17,12,22,20,45
264,2019/3/17,12,23,31,95
265,2019/3/17,12,24,10,59
266,2019/3/17,12,25,31,86
267,2019/3/17,12,0,-1,200
268,2019/3/17,12,1,50,180
269,2019/3/17,12,2,20,60
270,2019/3/17,12,3,9,59
271,2019/3/17,12,4,39,149
272,2019/3/17,12,5,29,80
273,2019/3/17,12,6,19,99
274,2019/3/17,12,7,31,201
275,2019/3/17,12,8,30,70
276,2019/3/17,12,9,9,159
277,2019/3/17,12,10,30,120
278,2019/3/17,12,11,39,149
279,2019/3/17,12,12,10,100
280,2019/3/17,12,13,10,60
281,2019/3/17,12,14,29,90
282,2019/3/17,12,15,-1,196
283,2019/3/17,12,16,31,105
284,2019/3/17,13,20,15,86
285,2019/3/17,13,21,49,169
286,2019/3/17,13,22,9,30
287,2019/3/17,13,23,19,72
288,2019/3/17,13,24,20,61
289,2019/3/17,13,25,27,111
290,2019/3/17,12,0,-1,241
291,2019/3/17,12,1,60,129
292,2019/3/17,12,2,29,70
293,2019/3/17,12,3,30,99
294,2019/3/17,12,4,29,80
295,2019/3/17,12,5,20,80
296,2019/3/17,12,6,10,79
297,2019/3/17,12,7,26,130
298,2019/3/17,12,8,30,69
299,2019/3/17,12,9,-1,90
300,2019/3/17,12,10,40,146
301,2019/3/17,12,11,31,124
302,2019/3/17,12,12,9,142
303,2019/3/17,13,13,20,66
304,2019/3/17,13,14,9,64
305,2019/3/17,13,15,-1,175
306,2019/3/17,13,16,19,99
307,2019/3/17,13,17,20,122
308,2019/3/17,13,18,14,170
309,2019/3/17,13,19,61,214
310,2019/3/17,13,20,36,98
311,2019/3/17,13,21,32,186
312,2019/3/17,13,22,37,57
313,2019/3/17,13,23,40,97
314,2019/3/17,13,24,23,62
315,2019/3/17,13,25,19,90
316,2019/3/17,12,0,-1,180
317,2019/3/17,12,1,39,89
318,2019/3/17,12,2,36,60
319,2019/3/17,12,3,29,190
320,2019/3/17,12,4,-1,99
321,2019/3/17,12,5,30,96
322,2019/3/17,12,6,9,163
323,2019/3/17,12,7,30,160
324,2019/3/17,13,8,31,74
325,2019/3/17,13,9,39,135
326,2019/3/17,13,10,40,160
327,2019/3/17,13,11,49,149
328,2019/3/17,13,12,20,212
329,2019/3/17,13,13,-1,73
330,2019/3/17,13,14,51,67
331,2019/3/17,13,15,19,226
332,2019/3/17,13,16,42,129
333,2019/3/17,13,17,37,110
334,2019/3/17,13,18,59,209
335,2019/3/17,13,19,50,180
336,2019/3/17,13,20,30,60
337,2019/3/17,13,21,30,121
338,2019/3/17,13,22,28,58
339,2019/3/17,13,23,19,90
340,2019/3/17,13,24,29,79
341,2019/3/17,13,25,29,70
342,2019/3/17,13,0,-1,210
343,2019/3/17,13,1,49,79
344,2019/3/17,13,2,37,69
345,2019/3/17,13,3,30,143
346,2019/3/17,13,4,40,121
347,2019/3/17,13,5,21,72
348,2019/3/17,13,6,10,84
349,2019/3/17,13,7,28,178
350,2019/3/17,13,8,22,60
351,2019/3/17,13,9,10,151
352,2019/3/17,13,10,40,99
353,2019/3/17,13,11,39,110
354,2019/3/17,13,12,9,142
355,2019/3/17,13,13,-1,66
356,2019/3/17,13,14,10,60
357,2019/3/17,13,15,10,200
358,2019/3/17,13,16,40,121
359,2019/3/17,13,17,29,98
360,2019/3/17,13,18,49,201
361,2019/3/17,13,19,58,232
362,2019/3/17,13,20,26,87
363,2019/3/17,13,21,30,219
364,2019/3/17,13,22,43,60
365,2019/3/17,13,23,29,81
366,2019/3/17,13,24,18,88
367,2019/3/17,13,25,19,80
368,2019/3/17,13,0,-1,150
369,2019/3/17,13,1,39,79
370,2019/3/17,13,2,30,70
371,2019/3/17,13,3,19,171
372,2019/3/17,13,4,17,87
373,2019/3/17,13,5,39,111
374,2019/3/17,13,6,8,158
375,2019/3/17,13,7,36,90
376,2019/3/17,13,8,41,79
377,2019/3/17,13,9,20,150
378,2019/3/17,13,10,29,71
379,2019/3/17,13,11,39,147
380,2019/3/17,13,12,20,230
381,2019/3/17,13,13,50,80
382,2019/3/17,13,14,40,69
383,2019/3/17,13,15,30,239
384,2019/3/17,13,16,10,120
385,2019/3/17,13,17,19,89
386,2019/3/17,13,18,49,189
387,2019/3/17,14,19,120,293
388,2019/3/17,14,20,37,106
389,2019/3/17,14,21,39,230
390,2019/3/17,14,22,30,50
391,2019/3/17,14,23,39,109
392,2019/3/17,14,24,10,90
393,2019/3/17,14,25,29,100
394,2019/3/17,13,0,-1,189
395,2019/3/17,13,1,40,109
396,2019/3/17,13,2,19,60
397,2019/3/17,13,3,19,89
398,2019/3/17,13,4,30,120
399,2019/3/17,13,5,29,89
400,2019/3/17,13,6,10,132
401,2019/3/17,13,7,17,157
402,2019/3/17,13,8,30,70
403,2019/3/17,13,9,19,209
404,2019/3/17,13,10,30,59
405,2019/3/17,13,11,31,180
406,2019/3/17,13,12,9,152
407,2019/3/17,14,13,28,57
408,2019/3/17,14,14,29,70
409,2019/3/17,14,15,10,211
410,2019/3/17,14,16,29,139
411,2019/3/17,14,17,10,99
412,2019/3/17,14,18,20,220
413,2019/3/17,14,19,70,210
414,2019/3/17,14,20,39,79
415,2019/3/17,14,21,40,149
416,2019/3/17,14,22,20,39
417,2019/3/17,14,23,40,100
418,2019/3/17,14,24,19,70
419,2019/3/17,14,25,30,80
420,2019/3/17,13,0,-1,89
421,2019/3/17,13,1,29,109
422,2019/3/17,13,2,10,50
423,2019/3/17,13,3,20,110
424,2019/3/17,13,4,29,109
425,2019/3/17,13,5,30,90
426,2019/3/17,13,6,9,99
427,2019/3/17,13,7,30,190
428,2019/3/17,14,8,39,89
429,2019/3/17,14,9,10,149
430,2019/3/17,14,10,30,150
431,2019/3/17,14,11,60,230
432,2019/3/17,14,12,9,189
433,2019/3/17,14,13,10,60
434,2019/3/17,14,14,20,50
435,2019/3/17,14,15,19,269
436,2019/3/17,14,16,39,99
437,2019/3/17,14,17,30,109
438,2019/3/17,14,18,49,220
439,2019/3/17,14,19,59,239
440,2019/3/17,14,20,50,89
441,2019/3/17,14,21,40,229
442,2019/3/17,14,22,19,49
443,2019/3/17,14,23,40,110
444,2019/3/17,14,24,9,59
445,2019/3/17,14,25,20,59
446,2019/3/17,14,0,-1,90
447,2019/3/17,14,1,30,99
448,2019/3/17,14,2,-1,29
449,2019/3/17,14,3,20,179
450,2019/3/17,14,4,30,110
451,2019/3/17,14,5,29,140
452,2019/3/17,14,6,9,159
453,2019/3/17,14,7,30,89
454,2019/3/17,14,8,40,89
455,2019/3/17,14,9,19,150
456,2019/3/17,14,10,30,129
457,2019/3/17,14,11,50,280
458,2019/3/17,14,12,19,289
459,2019/3/17,14,13,20,69
460,2019/3/17,14,14,29,59
461,2019/3/17,14,15,19,359
462,2019/3/17,14,16,40,140
463,2019/3/17,14,17,29,99
464,2019/3/17,14,18,40,239
465,2019/3/17,14,19,80,219
466,2019/3/17,14,20,30,109
467,2019/3/17,14,21,40,190
468,2019/3/17,14,22,40,60
469,2019/3/17,14,23,39,99
470,2019/3/17,14,24,10,50
471,2019/3/17,15,25,30,69
472,2019/3/17,14,0,-1,90
473,2019/3/17,14,1,39,119
474,2019/3/17,14,2,39,69
475,2019/3/17,14,3,40,199
476,2019/3/17,14,4,40,130
477,2019/3/17,14,5,30,119
478,2019/3/17,14,6,20,169
479,2019/3/17,14,7,30,100
480,2019/3/17,14,8,40,90
481,2019/3/17,14,9,10,139
482,2019/3/17,14,10,40,109
483,2019/3/17,14,11,29,120
484,2019/3/17,14,12,10,280
485,2019/3/17,15,13,50,90
486,2019/3/17,15,14,39,69
487,2019/3/17,15,15,19,262
488,2019/3/17,15,16,10,109
489,2019/3/17,15,17,30,120
490,2019/3/17,15,18,40,259
491,2019/3/17,15,19,40,200
492,2019/3/17,15,20,70,109
493,2019/3/17,15,21,-1,210
494,2019/3/17,15,22,29,59
495,2019/3/17,15,23,9,99
496,2019/3/17,15,24,10,79
497,2019/3/17,15,25,20,79
498,2019/3/17,14,0,-1,229
499,2019/3/17,14,1,59,149
500,2019/3/17,14,2,40,90
501,2019/3/17,14,3,29,119
502,2019/3/17,14,4,-1,79
503,2019/3/17,14,5,40,120
504,2019/3/17,14,6,10,140
505,2019/3/17,14,7,39,129
506,2019/3/17,14,8,30,70
507,2019/3/17,15,9,30,110
508,2019/3/17,15,10,29,99
509,2019/3/17,15,11,29,100
510,2019/3/17,15,12,19,192
511,2019/3/17,15,13,40,70
512,2019/3/17,15,14,20,60
513,2019/3/17,15,15,39,279
514,2019/3/17,15,16,10,139
515,2019/3/17,15,17,10,100
516,2019/3/17,15,18,30,199
517,2019/3/17,15,19,-1,199
518,2019/3/17,15,20,39,79
519,2019/3/17,15,21,39,140
520,2019/3/17,15,22,9,29
521,2019/3/17,14,0,-1,120
522,2019/3/17,14,1,49,159
523,2019/3/17,14,2,40,70
524,2019/3/17,15,3,30,109
525,2019/3/17,15,4,20,100
526,2019/3/17,15,5,30,110
527,2019/3/17,15,6,10,120
528,2019/3/17,15,7,42,152
529,2019/3/17,15,8,40,80
530,2019/3/17,15,9,30,179
531,2019/3/17,15,10,30,110
532,2019/3/17,15,11,39,109
533,2019/3/17,15,12,20,260
534,2019/3/17,15,13,-1,69
535,2019/3/17,15,14,10,49
536,2019/3/17,15,15,50,299
537,2019/3/17,15,16,30,100
538,2019/3/17,15,17,19,109
539,2019/3/17,15,18,30,229
540,2019/3/17,15,19,49,210
541,2019/3/17,15,20,40,100
542,2019/3/17,15,21,29,209
543,2019/3/17,15,22,19,39
544,2019/3/17,15,23,19,100
545,2019/3/17,15,24,10,89
546,2019/3/17,15,25,49,120
547,2019/3/17,15,0,-1,209
548,2019/3/17,15,1,49,139
549,2019/3/17,15,2,29,69
550,2019/3/17,15,3,20,79
551,2019/3/17,15,4,30,110
552,2019/3/17,15,5,30,99
553,2019/3/17,15,6,10,100
554,2019/3/17,15,7,30,179
555,2019/3/17,15,8,40,79
556,2019/3/17,15,9,20,209
557,2019/3/17,15,10,40,160
558,2019/3/17,15,11,39,199
559,2019/3/17,15,12,10,210
560,2019/3/17,15,13,20,109
561,2019/3/17,15,14,40,80
562,2019/3/17,15,15,9,250
563,2019/3/17,15,16,39,119
564,2019/3/17,15,17,20,140
565,2019/3/17,15,18,39,239
566,2019/3/17,15,19,70,240
567,2019/3/17,16,20,60,160
568,2019/3/17,16,21,59,169
569,2019/3/17,16,22,39,80
570,2019/3/17,16,23,40,129
571,2019/3/17,16,24,20,79
572,2019/3/17,16,25,40,89
573,2019/3/17,15,0,-1,139
574,2019/3/17,15,1,50,170
575,2019/3/17,15,2,29,70
576,2019/3/17,15,3,19,139
577,2019/3/17,15,4,30,109
578,2019/3/17,15,5,-1,130
579,2019/3/17,15,6,9,180
580,2019/3/17,15,7,40,210
581,2019/3/17,15,8,60,109
582,2019/3/17,15,9,30,199
583,2019/3/17,15,10,30,100
584,2019/3/17,15,11,50,170
585,2019/3/17,16,12,10,119
586,2019/3/17,16,13,19,80
587,2019/3/17,16,14,10,60
588,2019/3/17,16,15,19,239
589,2019/3/17,16,16,10,89
590,2019/3/17,16,17,19,100
591,2019/3/17,16,18,20,220
592,2019/3/17,16,19,60,199
593,2019/3/17,16,20,39,129
594,2019/3/17,16,21,30,180
595,2019/3/17,16,22,30,60
596,2019/3/17,16,23,-1,120
597,2019/3/17,16,24,10,79
598,2019/3/17,16,25,20,70
599,2019/3/17,15,0,-1,210
600,2019/3/17,15,1,30,69
601,2019/3/17,15,2,30,60
602,2019/3/17,15,3,20,70
603,2019/3/17,15,4,30,119
604,2019/3/17,15,5,19,80
605,2019/3/17,15,6,10,90
606,2019/3/17,15,7,30,199
607,2019/3/17,16,8,39,80
608,2019/3/17,16,9,59,199
609,2019/3/17,16,10,29,59
610,2019/3/17,16,11,40,229
611,2019/3/17,16,12,10,109
612,2019/3/17,16,13,19,70
613,2019/3/17,16,14,20,60
614,2019/3/17,16,15,20,210
615,2019/3/17,16,16,30,109
616,2019/3/17,16,17,19,90
617,2019/3/17,16,18,30,200
618,2019/3/17,16,19,70,199
619,2019/3/17,16,20,49,90
620,2019/3/17,16,21,29,240
621,2019/3/17,16,22,19,49
622,2019/3/17,16,23,20,80
623,2019/3/17,16,24,19,50
624,2019/3/17,16,25,30,79
625,2019/3/17,16,0,-1,140
626,2019/3/17,16,1,39,109
627,2019/3/17,16,2,30,69
628,2019/3/17,16,3,29,120
629,2019/3/17,16,4,30,149
630,2019/3/17,16,5,30,89
631,2019/3/17,16,6,20,160
632,2019/3/17,16,7,39,99
633,2019/3/17,16,8,49,100
634,2019/3/17,16,9,29,259
635,2019/3/17,16,10,40,100
636,2019/3/17,16,11,40,150
637,2019/3/17,16,12,-1,200
638,2019/3/17,16,13,20,79
639,2019/3/17,16,14,29,70
640,2019/3/17,16,15,30,229
641,2019/3/17,16,16,20,70
642,2019/3/17,16,17,19,139
643,2019/3/17,16,18,10,159
644,2019/3/17,16,19,70,190
645,2019/3/17,16,20,50,109
646,2019/3/17,16,21,40,212
647,2019/3/17,16,22,28,47
648,2019/3/17,16,23,31,109
649,2019/3/17,16,24,9,59
650,2019/3/17,16,25,30,70
651,2019/3/17,16,0,-1,140
652,2019/3/17,16,1,19,59
653,2019/3/17,16,2,30,60
654,2019/3/17,16,3,30,150
655,2019/3/17,16,4,19,109
656,2019/3/17,16,5,30,120
657,2019/3/17,16,6,10,130
658,2019/3/17,16,7,30,149
659,2019/3/17,16,8,30,70
660,2019/3/17,16,9,30,289
661,2019/3/17,16,10,39,140
662,2019/3/17,16,11,40,109
663,2019/3/17,16,12,10,150
664,2019/3/17,16,13,-1,69
665,2019/3/17,16,14,20,59
666,2019/3/17,16,15,10,240
667,2019/3/17,16,16,29,130
668,2019/3/17,16,17,19,103
669,2019/3/17,16,18,38,126
670,2019/3/17,16,19,69,248
671,2019/3/17,16,20,-1,140
672,2019/3/17,16,21,29,120
673,2019/3/17,17,22,19,49
674,2019/3/17,17,23,30,100
675,2019/3/17,17,24,9,60
676,2019/3/17,17,25,28,69
677,2019/3/17,16,0,-1,230
678,2019/3/17,16,1,39,99
679,2019/3/17,16,2,30,70
680,2019/3/17,16,3,30,130
681,2019/3/17,16,4,30,140
682,2019/3/17,16,5,29,129
683,2019/3/17,16,6,10,190
684,2019/3/17,16,7,29,110
685,2019/3/17,16,8,30,70
686,2019/3/17,16,9,40,449
687,2019/3/17,16,10,50,159
688,2019/3/17,16,11,40,209
689,2019/3/17,16,12,9,130
690,2019/3/17,17,13,59,119
691,2019/3/17,17,14,40,70
692,2019/3/17,17,15,9,274
693,2019/3/17,17,16,76,175
694,2019/3/17,17,17,19,121
695,2019/3/17,17,18,7,267
696,2019/3/17,17,19,50,256
697,2019/3/17,17,20,49,123
698,2019/3/17,17,21,30,169
699,2019/3/17,17,22,30,52
700,2019/3/17,17,23,37,108
701,2019/3/17,17,24,9,169
702,2019/3/17,17,25,-1,39
703,2019/3/17,17,25,9,69
704,2019/3/17,16,0,-1,169
705,2019/3/17,16,1,-1,100
706,2019/3/17,16,2,20,60
707,2019/3/17,16,3,30,189
708,2019/3/17,16,4,30,150
709,2019/3/17,16,5,40,120
710,2019/3/17,16,6,9,99
711,2019/3/17,16,7,39,209
712,2019/3/17,16,8,-1,80
713,2019/3/17,16,9,30,330
714,2019/3/17,17,10,60,99
715,2019/3/17,17,11,70,180
716,2019/3/17,17,12,9,189
717,2019/3/17,17,13,49,79
718,2019/3/17,17,14,40,70
719,2019/3/17,17,15,19,380
720,2019/3/17,17,16,39,123
721,2019/3/17,17,17,40,79
722,2019/3/17,17,18,67,217
723,2019/3/17,17,19,80,219
724,2019/3/17,17,20,40,150
725,2019/3/17,17,21,49,206
726,2019/3/17,17,22,-1,64
727,2019/3/17,17,23,19,118
728,2019/3/17,17,24,10,59
729,2019/3/17,17,25,20,60
730,2019/3/17,17,23,20,100
731,2019/3/17,17,24,10,60
732,2019/3/17,17,25,20,70
733,2019/3/17,17,0,-1,150
734,2019/3/17,17,1,49,99
735,2019/3/17,17,2,41,89
736,2019/3/17,17,3,10,179
737,2019/3/17,17,4,40,149
738,2019/3/17,17,5,40,130
739,2019/3/17,17,6,9,249
740,2019/3/17,17,7,45,130
741,2019/3/17,17,8,49,99
742,2019/3/17,17,9,10,170
743,2019/3/17,17,10,-1,109
744,2019/3/17,17,11,90,280
745,2019/3/17,17,12,9,229
746,2019/3/17,17,13,50,150
747,2019/3/17,17,14,42,79
748,2019/3/17,17,16,10,140
749,2019/3/17,17,17,20,110
750,2019/3/17,17,18,34,239
751,2019/3/17,18,19,119,280
752,2019/3/17,18,20,49,139
753,2019/3/17,18,21,39,249
754,2019/3/17,18,22,30,60
755,2019/3/17,18,23,40,119
756,2019/3/17,18,24,9,80
757,2019/3/17,18,25,19,100
758,2019/3/17,17,0,-1,229
759,2019/3/17,17,1,40,121
760,2019/3/17,17,2,39,79
761,2019/3/17,17,3,9,150
762,2019/3/17,17,4,38,159
763,2019/3/17,17,5,40,139
764,2019/3/17,17,6,10,215
765,2019/3/17,18,7,14,254
766,2019/3/17,18,8,60,99
767,2019/3/17,18,9,20,300
768,2019/3/17,18,10,42,70
769,2019/3/17,18,11,70,269
770,2019/3/17,18,12,10,329
771,2019/3/17,18,13,-1,120
772,2019/3/17,18,14,29,70
773,2019/3/17,18,15,19,641
774,2019/3/17,18,16,10,100
775,2019/3/17,18,17,40,129
776,2019/3/17,17,0,-1,190
777,2019/3/17,17,1,49,100
778,2019/3/17,17,2,29,69
779,2019/3/17,17,3,11,131
780,2019/3/17,17,4,-1,148
781,2019/3/17,17,5,40,139
782,2019/3/17,17,6,10,259
783,2019/3/17,17,7,47,291
784,2019/3/17,17,8,109,170
785,2019/3/17,17,9,9,263
786,2019/3/17,17,10,45,245
787,2019/3/17,18,11,60,210
788,2019/3/17,18,12,9,320
789,2019/3/17,18,13,31,119
790,2019/3/17,18,14,10,70
791,2019/3/17,18,15,20,379
792,2019/3/17,18,16,9,139
793,2019/3/17,18,17,19,159
794,2019/3/17,18,18,10,391
795,2019/3/17,18,19,79,269
796,2019/3/17,18,20,60,120
797,2019/3/17,18,21,49,251
798,2019/3/17,18,22,19,40
799,2019/3/17,18,23,50,109
800,2019/3/17,18,24,9,60
801,2019/3/17,18,25,10,59
802,2019/3/17,18,19,69,340
803,2019/3/17,18,20,-1,89
804,2019/3/17,18,21,49,150
805,2019/3/17,18,22,30,60
806,2019/3/17,18,23,19,149
807,2019/3/17,19,24,9,20
808,2019/3/17,19,25,9,49
809,2019/3/17,18,0,-1,189
810,2019/3/17,18,1,60,109
811,2019/3/17,18,2,-1,60
812,2019/3/17,18,3,30,220
813,2019/3/17,18,4,29,159
814,2019/3/17,18,5,-1,120
815,2019/3/17,18,6,9,120
816,2019/3/17,18,7,-1,169
817,2019/3/17,18,8,29,99
818,2019/3/17,18,9,-1,169
819,2019/3/17,18,10,30,150
